Unnamed: 0,Unnamed: 1,Office of the University Controller ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Accounting & Property Services,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Florida State University,,,,,,6300A University Center,,,,
,,,,,,,,"Tallahassee, FL 32306-2393",,,,
,,,,,,,,Ph: (850) 644-9756,,,,
,,,,,,,,PropertyServices@admin.fsu.edu,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PROPERTY ACCOUNTABILITY RELEASE FORM ADDENDUM,,,,,,,,,,,,
,,,,,,,,,,,,
Seq,Tag #,Capital Asset?,Category,Description,Serial #,Disposition Method,Fund,Scrub Initials,,,,
1,,,,dell latitude e6430,492000602785,,,,,COMPUTER,,A. Surplus
2,,,,Dell Laptop ,2F1VJ12,,,,,ELECTRONICS,,B. Scrap/Recycle
3,,,,dell monitor,6e42g06001cj9560244,,,,,FURNITURE,,C. Trade-In
4,,,,viewsonic monitor,r0j082983204,,,,,OFFICE EQUIPMENT,,D. Cannibalize
5,,,,HP monitor ,cn0cc2996418065k1wpl,,,,,SCIENTIFIC EQUIPMENT,,E. Transfer to Other ST Agency
6,,,,Dell computer,4JHDV12,,,,,VEHICLE,,F. Abandoned/Non-Recoverable
7,,,,Dell computer,4zrxmm1,,,,,OTHER (please describe),,G. Destroyed *
8,,,,,,,,,,,,H. Missing *
9,,,,Old Dell Laptop,5CG65K1,,,,,,,I. Stolen *
10,,,,Dell dock,,,,,,,,J. Other (Documentation Required)
11,,,,Dell AIO,,,,,,,,
12,,,,Dell AIO,,,,,,,,
13,,,,Dell AIO,,,,,,,,
14,,,,Box 1,,,,,,,,
15,,,,Box 2 ,,,,,,,,
16,,,,Box 3,,,,,,,,
17,,,,iMac,,,,,,,,
18,,,,iMac,,,,,,,,
19,,,,iPad ,,,,,,,,
20,,,,iPad ,,,,,,,,
21,,,,Surface Book,S22TDK2,,,,,,,
22,,,,Dell tower,GBXL7Y!,,,,,,,
23,,,,Dell Tower,HQT1R1,,,,,,,
24,,,,Dell Monitor ,,,,,,,,
25,,,,Laptop Dock,,,,,,,,
26,,,,Dell Laptop ,FZZTR1,,,,,,,
27,,,,Dell Monitor ,,,,,,,,
28,,,,Dell Printer ,,,,,,,,
29,,,,iMac,,,,,,,,
30,,,,iMac ,,,,,,,,
31,,,,Surface Book,,,,,,,,
32,,,,Old NAS,Q099B09322,,,,,,,
33,,,,Surface Pro,N/A ,,,,,,,
34,,,,Dell Laptop ,DTC8HV1,,,,,,,
35,,,,Dell Laptop ,8GX1K12,,,,,,,
36,,,,Dell 47w battery,CN-0JY806-SLW08-753-I531A00,,,,,,,
37,,,,Dell Charger,CN-043NY5-48661-6B3-E257-A05,,,,,,,
38,,,,,,,,,,,,
39,,,,,,,,,,,,
40,,,,,,,,,,,,
41,,,,,,,,,,,,
42,,,,,,,,,,,,
43,,,,,,,,,,,,
44,,,,,,,,,,,,
45,,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
52,,,,,,,,,,,,
53,,,,,,,,,,,,
54,,,,,,,,,,,,
55,,,,,,,,,,,,
56,,,,,,,,,,,,
57,,,,,,,,,,,,
58,,,,,,,,,,,,
59,,,,,,,,,,,,
60,,,,,,,,,,,,
61,,,,,,,,,,,,
62,,,,,,,,,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
