Unnamed: 0,Unnamed: 1,Office of the University Controller ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Accounting & Property Services,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Florida State University,,,,,,6300A University Center,,,,
,,,,,,,,"Tallahassee, FL 32306-2393",,,,
,,,,,,,,Ph: (850) 644-9756,,,,
,,,,,,,,PropertyServices@admin.fsu.edu,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PROPERTY ACCOUNTABILITY RELEASE FORM ADDENDUM,,,,,,,,,,,,
,,,,,,,,,,,,
Seq,Tag #,Capital Asset?,Category,Description,Serial #,Disposition Method,Fund,Scrub Initials,,,,
1,,,,iPad,DLXQD1GDG5YL,,,,,COMPUTER,,A. Surplus
2,,,,IPad,DMQMNMFJFK10,,,,,ELECTRONICS,,B. Scrap/Recycle
3,,,,IPad,DMQMNMJ0FK10,,,,,FURNITURE,,C. Trade-In
4,,,,IPad,DMQMNVH6FK10,,,,,OFFICE EQUIPMENT,,D. Cannibalize
5,,,,iPad,DMQMNMVLKF10 ,,,,,SCIENTIFIC EQUIPMENT,,E. Transfer to Other ST Agency
6,,,,iPad,DMQMNN4UFK10,,,,,VEHICLE,,F. Abandoned/Non-Recoverable
7,,,,iPad,DMQMNN6AFK10,,,,,OTHER (please describe),,G. Destroyed *
8,,,,iPad,DMQMNM4UFK10,,,,,,,H. Missing *
9,,,,iPad,DMQMNMGHFK10,,,,,,,I. Stolen *
10,,,,iPad,DMQMNN4JFK10,,,,,,,J. Other (Documentation Required)
11,,,,iPad,DMQMN6DFK10,,,,,,,
12,,,,iPad,DMQMNMCCFK10,,,,,,,
13,,,,iPad,DMQMNN57FK10,,,,,,,
14,,,,iPad,DMQMNN3VFK10,,,,,,,
15,,,,iPad,DMQMNMLUFK10,,,,,,,
16,,,,iPad,DMQMNN99FK10,,,,,,,
17,,,,iPad,DMQMNMGXFK10,,,,,,,
18,,,,iPad,DMQMNN9VFK10,,,,,,,
19,,,,IPad,DMPMLGF5FK10,,,,,,,
20,,,,IPad,DMQMNN4WFK10,,,,,,,
21,,,,IPad,DMQMNMJQFK10,,,,,,,
22,,,,IPad,DMQMNN95FK10,,,,,,,
23,,,,IPad,DMPMLGMHFK10,,,,,,,
24,,,,iPad,DMQMNN64FK10,,,,,,,
25,,,,iPad,DMQMNM05FK10,,,,,,,
26,,,,iPad,DMQMNN8KFK10,,,,,,,
27,,,,Damaged Surface (PLEASE HANDLE WITH CARE),,,,,,,,
28,,,,iPad,DMQMNNBXFK10,,,,,,,
29,,,,iPad,DMQMNN6EFK10,,,,,,,
30,,,,HP Thinpoint,MXL6051BPF,,,,,,,
31,,,,DVD Drive,1431TP222727E0D5h,,,,,,,
32,,,,SSD ,161512DBC0F,,,,,,,
33,,,,IPad,DMQMNMKZFK10,,,,,,,
34,,,,Old Dell Laptop,CFPGVK1,,,,,,,
35,,,,Dell Dock,CN-0PW395-73901-062-7261-A01,,,,,,,
36,,,,brother printer hl-2140,u61944A8j339470,,,,,,,
37,,,,Dell Keyboard,CN-04G481-71616-39D-06WC-A00,,,,,,,
38,,,,Dell Mouse,I1301I94,,,,,,,
39,,,,Dell Mouse,H12039CE,,,,,,,
40,,,,Otterbox Phone Belt Clip,,,,,,,,
41,,,,Otterbox Phone Belt Clip,,,,,,,,
42,,,,Old HDD,,,,,,,,
43,,,,Disk Drive,S10Q6YAF40040X,,,,,,,
44,,,,,,,,,,,,
45,,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
52,,,,,,,,,,,,
53,,,,,,,,,,,,
54,,,,,,,,,,,,
55,,,,,,,,,,,,
56,,,,,,,,,,,,
57,,,,,,,,,,,,
58,,,,,,,,,,,,
59,,,,,,,,,,,,
60,,,,,,,,,,,,
61,,,,,,,,,,,,
62,,,,,,,,,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
