Unnamed: 0,Unnamed: 1,Office of the University Controller ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Accounting & Property Services,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Florida State University,,,,,,6300A University Center,,,,
,,,,,,,,"Tallahassee, FL 32306-2393",,,,
,,,,,,,,Ph: (850) 644-9756,,,,
,,,,,,,,PropertyServices@admin.fsu.edu,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PROPERTY ACCOUNTABILITY RELEASE FORM ADDENDUM,,,,,,,,,,,,
,,,,,,,,,,,,
Seq,Tag #,Capital Asset?,Category,Description,Serial #,Disposition Method,Fund,Scrub Initials,,,,
1,,,,DVD Tower,RXX5BU11070090,,,,,COMPUTER,,A. Surplus
2,,,,Disk Publisher ii,2040402679,,,,,ELECTRONICS,,B. Scrap/Recycle
3,,,,HP AIO ,MXL1241V52,,,,,FURNITURE,,C. Trade-In
4,,,,Small Dell Tower,BGVQL52,,,,,OFFICE EQUIPMENT,,D. Cannibalize
5,,,,miscellaneous,,,,,,SCIENTIFIC EQUIPMENT,,E. Transfer to Other ST Agency
6,,,,Dell Monitor and Dock,CN-0C730C-71623-06L-8124,,,,,VEHICLE,,F. Abandoned/Non-Recoverable
7,,,,iPad,,,,,,OTHER (please describe),,G. Destroyed *
8,,,,iPad Mini,,,,,,,,H. Missing *
9,,,,iPad,DMQMNN82FK10,,,,,,,I. Stolen *
10,,,,Dell AIO,C3Y0Q22,,,,,,,J. Other (Documentation Required)
11,,,,Dell AIO,C3XQP22,,,,,,,
12,,,, Dell AIO,C3Y1Q22,,,,,,,
13,,,,Dell AIO,C3YPP22,,,,,,,
14,,,,Dell AIO,C3XRP22,,,,,,,
15,,,,Dell AIO,C3YRP22,,,,,,,
16,,,,Dell AIO,JHGPDX1,,,,,,,
17,,,,Mac Mini                                ,C07MP6PLDWYL,,,,,,,
18,,,,Dell monitor ,CN-0TYXD9-74445-078-A3EL,,,,,,,
19,,,,Dell Monitor ,CN-0TYXD9-74445-064-CCPL,,,,,,,
20,,,,Dell Printer,HLJWQ92,,,,,,,
21,,,,Dell Laptop,N/A ,,,,,,,
22,,,,,,,,,,,,
23,,,,,,,,,,,,
24,,,,,,,,,,,,
25,,,,,,,,,,,,
26,,,,,,,,,,,,
27,,,,,,,,,,,,
28,,,,,,,,,,,,
29,,,,,,,,,,,,
30,,,,,,,,,,,,
31,,,,,,,,,,,,
32,,,,,,,,,,,,
33,,,,,,,,,,,,
34,,,,,,,,,,,,
35,,,,,,,,,,,,
36,,,,,,,,,,,,
37,,,,,,,,,,,,
38,,,,,,,,,,,,
39,,,,,,,,,,,,
40,,,,,,,,,,,,
41,,,,,,,,,,,,
42,,,,,,,,,,,,
43,,,,,,,,,,,,
44,,,,,,,,,,,,
45,,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
52,,,,,,,,,,,,
53,,,,,,,,,,,,
54,,,,,,,,,,,,
55,,,,,,,,,,,,
56,,,,,,,,,,,,
57,,,,,,,,,,,,
58,,,,,,,,,,,,
59,,,,,,,,,,,,
60,,,,,,,,,,,,
61,,,,,,,,,,,,
62,,,,,,,,,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
