Unnamed: 0,Unnamed: 1,Office of the University Controller ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Accounting & Property Services,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Florida State University,,,,,,6300A University Center,,,,
,,,,,,,,"Tallahassee, FL 32306-2393",,,,
,,,,,,,,Ph: (850) 644-9756,,,,
,,,,,,,,PropertyServices@admin.fsu.edu,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PROPERTY ACCOUNTABILITY RELEASE FORM ADDENDUM,,,,,,,,,,,,
,,,,,,,,,,,,
Seq,Tag #,Capital Asset?,Category,Description,Serial #,Disposition Method,Fund,Scrub Initials,,,,
1,,,,Dell Monitor,,,,,,COMPUTER,,A. Surplus
2,,,,Optiplex 9020,85BQD22,,,,,ELECTRONICS,,B. Scrap/Recycle
3,,,,Optiplex 9020,48BQD22,,,,,FURNITURE,,C. Trade-In
4,,,,Optiplex 9020,FXQRD22,,,,,OFFICE EQUIPMENT,,D. Cannibalize
5,,,,Optiplex 9020,BZQRD22,,,,,SCIENTIFIC EQUIPMENT,,E. Transfer to Other ST Agency
6,,,,Dell B1160w Printer,,,,,,VEHICLE,,F. Abandoned/Non-Recoverable
7,,,,Dell Latitude E6540,4D5KF12,,,,,OTHER (please describe),,G. Destroyed *
8,,,,Dell Latitude E5570,48B02G2,,,,,,,H. Missing *
9,,,,Dell Latitude E6540,6RNCV32,,,,,,,I. Stolen *
10,,,,Microsoft Surface Book,052892274654,,,,,,,J. Other (Documentation Required)
11,,,,,,,,,,,,
12,,,,Microsoft Surface Pro,036655383153,,,,,,,
13,,,,Microsoft Surface Pro,004399363253,,,,,,,
14,,,,Sony Projector,,,,,,,,
15,,,,PowerShoot,,,,,,,,
16,,,,Dell Precision 390,8WJ1DD1,,,,,,,
17,,,,Dell Precision T3400,GCNYGH1,,,,,,,
18,,,,Dell Optiplex 9020,3QQ7V12,,,,,,,
19,,,,Smart-UPS 2200,,,,,,,,
20,,,,Dell Monitor,,,,,,,,
21,,,,Toshiba Monitor,,,,,,,,
22,,,,Samsung Monitor,,,,,,,,
23,,,,APC Backups 1500,,,,,,,,
24,,,,Microboards DVD Copier,,,,,,,,
25,,,,HP Printer,,,,,,,,
26,,,,Samsung Monitor,,,,,,,,
27,,,,Junk Box,,,,,,,,
28,,,,MacBook Pro,C02TW003HTDG,,,,,,,
29,,,,MacBook Pro,C02T51A3FVH4,,,,,,,
30,,,,MacBook Pro,C02TP2ACFVH4,,,,,,,
31,,,,MacBook Pro,C02PM0VWG3QN,,,,,,,
32,,,,Dell Latitude E6540,14XDN12,,,,,,,
33,,,,Dell Latitude E6540,15ZKM12,,,,,,,
34,,,,Dell Latitude E6540,H6ZKM12,,,,,,,
35,,,,Dell Precision T3610,93D9Y12,,,,,,,
36,,,,Dell Precision T3610,93D5Y12,,,,,,,
37,,,,Dell Precision T3610,XBHHK2,,,,,,,
38,,,,Dell Precision T3610,93C9Y12,,,,,,,
39,,,,Dell Precision T3610,93D6Y12,,,,,,,
40,,,,Dell Precision T3610,93D8Y12,,,,,,,
41,,,,Dell Precision T3610,B39RND2,,,,,,,
42,,,,Planar Monitor,,,,,,,,
43,,,,Planar Monitor,,,,,,,,
44,,,,Dell Monitor,,,,,,,,
45,,,,Dell Monitor,,,,,,,,
46,,,,Planar Monitor,,,,,,,,
47,,,,Dell Monitor,,,,,,,,
48,,,,Dell Monitor,,,,,,,,
49,,,,Dell Monitor,,,,,,,,
50,,,,XOS Server,,,,,,,,
51,,,,XOS Server,,,,,,,,
52,,,,XOS Server,,,,,,,,
53,,,,Microsoft Surface Book,021861380254,,,,,,,
54,,,,Dell Optiplex 9020,1M1JZ12,,,,,,,
55,,,,Dell Optiplex 9010,3V2HCX1,,,,,,,
56,,,,Dell Precision T3610,93D7Y12,,,,,,,
57,,,,Dell Monitor,,,,,,,,
58,,,,Dell Monitor,,,,,,,,
59,,,,Dell Monitor,,,,,,,,
60,,,,Dell Monitor,,,,,,,,
61,,,,HP LaserJet Pro 400 MFP,,,,,,,,
62,,,,Dell S2810dn Printer,,,,,,,,
63,,,,Junk Box,,,,,,,,
64,,,,Dell Monitor,,,,,,,,
65,,,,InFocus Projector,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
