Unnamed: 0,Unnamed: 1,Office of the University Controller ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Accounting & Property Services,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Florida State University,,,,,,6300A University Center,,,,
,,,,,,,,"Tallahassee, FL 32306-2393",,,,
,,,,,,,,Ph: (850) 644-9756,,,,
,,,,,,,,PropertyServices@admin.fsu.edu,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PROPERTY ACCOUNTABILITY RELEASE FORM ADDENDUM,,,,,,,,,,,,
,,,,,,,,,,,,
Seq,Tag #,Capital Asset?,Category,Description,Serial #,Disposition Method,Fund,Scrub Initials,,,,
1,,,,Dell monitor,,,,,,COMPUTER,,A. Surplus
2,,,,Dell Latitude E6220,38L9XP1,,,,,ELECTRONICS,,B. Scrap/Recycle
3,,,,Dell dock,,,,,,FURNITURE,,C. Trade-In
4,,,,HP Color LaserJet Pro M452dn,,,,,,OFFICE EQUIPMENT,,D. Cannibalize
5,,,,iPad,DLXN360LFK11,,,,,SCIENTIFIC EQUIPMENT,,E. Transfer to Other ST Agency
6,,,,Dell E-Dock,,,,,,VEHICLE,,F. Abandoned/Non-Recoverable
7,,,,iPad,DMPKLM50F186,,,,,OTHER (please describe),,G. Destroyed *
8,,,,iPad,DLXW2130HPQG,,,,,,,H. Missing *
9,,,,iPad,DMPWH536JF89,,,,,,,I. Stolen *
10,,,,iPad,DMPVV10LHPT4,,,,,,,J. Other (Documentation Required)
11,,,,Dell Monitor,,,,,,,,
12,,,,Dell Monitor,,,,,,,,
13,,,,Shure DFR 11EQ,,,,,,,,
14,,,,QSC Amplifier,,,,,,,,
15,,,,QSC Amplifier,,,,,,,,
16,,,,Shure Equalizer ,,,,,,,,
17,,,,Dell Latitude E6440,HDB2J12,,,,,,,
18,,,,Dell Latitude E6540,9BHQHL32,,,,,,,
19,,,,Dell Latitude E6540,FKTXL12,,,,,,,
20,,,,LG Monitor,,,,,,,,
21,,,,HP Printer,,,,,,,,
22,,,,"iMac 27""",C02ZJ0ALJV3Y,,,,,,,
23,,,,"iMac 27""",C02YK0JSJV3Y,,,,,,,
24,,,,Dell latitude E6430,4HMMTY1,,,,,,,
25,,,,Dell Precision 5510,282QBG2,,,,,,,
26,,,,"iMac 27""",c02n266zf84,,,,,,,
27,,,,Junk Box,,,,,,,,
28,,,,Macbook,C02VJ52FHV2N,,,,,,,
29,,,,Avaya VOIP Phone,70:38:EE:E3:67:C4,,,,,,,
30,,,,iPad,DMQYW34JJMVR,,,,,,,
31,,,,Dell Dock,18728154795,,,,,,,
32,,,,Dell dock,29499298923,,,,,,,
33,,,,Junk Box,,,,,,,,
34,,,,iPad,DMPNFAGXF4YF,,,,,,,
35,,,,iPad,DMPZ9BNZJF8K,,,,,,,
36,,,,Surface Book ,007514414554,,,,,,,
37,,,,Coby Monitor,,,,,,,,
38,,,,Coby Monitor,,,,,,,,
39,,,,Coby Monitor,,,,,,,,
40,,,,Dell Monitor,,,,,,,,
41,,,,Dell Monitor,,,,,,,,
42,,,,Dell Monitor,,,,,,,,
43,,,,Dell Monitor,,,,,,,,
44,,,,Dell Monitor,,,,,,,,
45,,,,Dell Monitor,,,,,,,,
46,,,,Dell Monitor,,,,,,,,
47,,,,Dell Monitor,,,,,,,,
48,,,,Dell Monitor,,,,,,,,
49,,,,Dell Monitor,,,,,,,,
50,,,,Dell Monitor,,,,,,,,
51,,,,Dell Monitor,,,,,,,,
52,,,,Samsung Monitor,,,,,,,,
53,,,,Samsung Monitor,,,,,,,,
54,,,,Samsung Monitor,,,,,,,,
55,,,,Optiplex 990,94LJzq1,,,,,,,
56,,,,Optiplex 990,DDB8JQ1,,,,,,,
57,,,,Optiplex 9010,8JS1YV1,,,,,,,
58,,,,Optiplex 790,GXMTTV1,,,,,,,
59,,,,Toshiba,,,,,,,,
60,,,,Toshiba,,,,,,,,
61,,,,Toshiba,,,,,,,,
62,,,,                                    Toshiba,,,,,,,,
63,,,,Toshiba,,,,,,,,
64,,,,Toshiba,,,,,,,,
65,,,,Toshiba,,,,,,,,
66,,,,Toshiba,,,,,,,,
67,,,,Toshiba,,,,,,,,
68,,,,Toshiba,,,,,,,,
69,,,,Toshiba,,,,,,,,
70,,,,Toshiba,,,,,,,,
71,,,,Pansonic,,,,,,,,
72,,,,Pansonic,,,,,,,,
73,,,,Pansonic,,,,,,,,
74,,,,Pansonic,,,,,,,,
75,,,,Pansonic,,,,,,,,
76,,,,Pansonic,,,,,,,,
77,,,,apple thunderbolt display,,,,,,,,
78,,,,InFocus Projector ,,,,,,,,
79,,,,Dell Printer C1760NW Color printer,,,,,,,,
80,,,,Autopatch encloser ,,,,,,,,
81,,,,Autopatch encloser,,,,,,,,
82,,,,Autopatch encloser,,,,,,,,
83,,,,Boston Speaker,,,,,,,,
84,,,,Boston Speaker,,,,,,,,
85,,,,Direct TV reciver,,,,,,,,
86,,,,Direct TV reciver,,,,,,,,
87,,,,Direct TV reciver,,,,,,,,
88,,,,Direct TV reciver,,,,,,,,
89,,,,Samsung blue ray,,,,,,,,
90,,,,MVP 790-001,,,,,,,,
91,,,,VCR Sony,,,,,,,,
92,,,,VCR Sony,,,,,,,,
93,,,,Yamaha stero reciver,,,,,,,,
94,,,,Junk Box,,,,,,,,
95,,,,Samsung tv 55inch,,,,,,,,
96,,,,                                AMX net linx,,,,,,,,
97,,,,Toshiba,,,,,,,,
98,,,,Macbook Pro,C02HG2LSDV7N,,,,,,,
99,,,,Asus L8400,06N1047269,,,,,,,
100,,,,VIA VOIP ,C057EC214CE6,,,,,,,
101,,,,VIA VOIP ,C057BC20A425,,,,,,,
102,,,,VIA VOIP ,C057BC20A3E8,,,,,,,
103,,,,VIA VOIP ,C057BC20A5ED,,,,,,,
104,,,,VIA VOIP ,C057BC20A5A5,,,,,,,
105,,,,VIA VOIP ,C057BC20A589,,,,,,,
106,,,,VIA VOIP ,C057BC20A569,,,,,,,
